index,comment_id,comment_text,sentiment,category,response_text,response_type
59,678e2ca00000000021035ed0,真的很痛苦，在学校被同学排挤，可能也有我自己的原因吧，成绩开始下滑，整个人飘飘然，说不去在意他们，又很难，天天会想到自己受到的一些不公平待遇，然后就心烦，只要我想走，他们就表现得很开心，我也不知道自己做了什么，好崩溃,未标注,未分类,,
60,678bb82f000000002103e594,去哪呢？！去哪里都很痛苦,未标注,未分类,,
61,678bb375000000001b033fe2,我已经不能出门了,未标注,未分类,,
62,678a34e1000000001b0370dd,每天光是睁开眼睛就是一种痛苦了 一天只会去想那些发生了后悔的事情 然后陷入绝望 真的要坚持不下去了,未标注,未分类,,
63,678790d800000000210352a9,我好难过，我想死，是不是消失了就好了,未标注,未分类,,
64,67869e54000000001b03185c,控制不住的回想 复盘 如果当初怎么样 结果是不是会不同 真的好痛苦 时间不会倒退不能重来 心都碎了 睡不着大晚上 或许是因为这是事情发生的第一天吧 其实也不是什么大事 不知道什么时候对于要花钱来弥补的错误特别纠结 希望下次能顺利。化悲愤为学习的动力吧 明天回家安顿好了就开始学数学 加油加油 大晚上不知道和谁说这些 就当是一个树洞了,未标注,未分类,,
65,6786573a000000001b0395ff,好累，不想活了[哭惹R],未标注,未分类,,
66,6782e284000000002103def4,20岁双相 让我痛苦的事太多了 细想就是没有解决办法 只有去死了。可能命运就是让我活到现在 可能之后命运又会把我推向另一个地方让我好起来 但是我觉得我等不到了 [哭惹R]我只有去死才能不用永远活的痛苦[哭惹R][哭惹R],未标注,未分类,,
67,6782abfc000000001b034495,我在家就很痛苦[哭惹R]即使短暂地在外面治愈了自己，我还是要回家面对让我痛苦的地方[哭惹R]每次都不想回家，放假了就想早点开学[哭惹R],未标注,未分类,,
68,6781db51000000002200844f,毁容了[哭惹R][哭惹R],未标注,未分类,,
69,677dc0bf000000002200b6c1,我看到我爸就很难受，他每天都在否定我，一不如他的意就否定我，真的感觉活的好累啊[哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R],未标注,未分类,,
70,677ce89a0000000021033e65,最压抑的23 24过去 希望25可以有转机,未标注,未分类,,
71,677a585a000000001102d17b,当痛苦到极致时，悲哀,未标注,未分类,,
72,677423d300000000100188f2,,未标注,未分类,,
73,6773e341000000000e00cfb5,其实不想可是我真的好难过 觉得周围的人都带着有色眼镜看我 [哭惹R],未标注,未分类,,
74,67714d8d0000000011001d96,"心灵辅导师，可以倾听并理解和包容
你所有的痛苦，难受，委屈和不理解，
中途会对你进行开导、保证全程保密，
您的信息绝对不会有第三人知道，一单
十元不限时",未标注,未分类,,
75,676d7954000000001102feab,为什么是我[哭惹R][哭惹R][哭惹R]为什么是我失去父亲，为什么是我家庭支离破碎，为什么是我[哭惹R][哭惹R][哭惹R],未标注,未分类,,
76,676d29ee000000001200a871,走出门 也哭  边跑步 边哭  对眼前看不到希望 每天压力好大,未标注,未分类,,
77,676c64d4000000000f0318ba,这几天一直陷在坏情绪里，在听清净咒。 回想这10年过得真的好痛苦和累。各种破财，被偷被抢还出车祸做大手术休息两年。告诉自己一直要坚强，还时常会哭很难接受20几公分的疤痕。可好笑的是我们一家三代都是虔诚佛教徒，我母亲常年去庙里做义工捐助寺庙各种法会。我自己也救助动物，捐香火去寺庙。结局是10年各种磨难，我现在都不太信了。人家求富贵，我想要个平安都很难。 ps活着真的很累，苦难我也不想比较。,未标注,未分类,,
78,676c226e000000000e00e9e8,很痛苦 亲人离世 接受不了 三年了还是接受不了 父母也接受不了 限制我的生活 我的自由 痛苦 真的痛苦 [哭惹R][哭惹R][哭惹R][哭惹R]唉,未标注,未分类,,
79,676c1d14000000001001bcb4,好奇那些发达国家的年轻人和孩子们也活的这么痛苦吗[哭惹R][哭惹R],未标注,未分类,,
80,676bf305000000001102e492,经受了难以想象可能十几年都难以挽回的巨大痛苦，一想到久痛到呼吸困难,未标注,未分类,,
81,676bc2e60000000011032524,痛苦教会我们成长,未标注,未分类,,
82,676a7fe60000000011018e77,我会一直想我能把自己的东西带在学校，还有我放在家里的东西，有强迫症[哭惹R],未标注,未分类,,
83,6768dc03000000000e00d4d6,走去哪？,未标注,未分类,,
84,676684610000000010006fee,所有强迫症患者，抑郁症患者，你们一定会好起来，加油,未标注,未分类,,
85,6766494c0000000011019a1c,很痛苦真的……,未标注,未分类,,
86,6764d4b7000000000d0181fa,还是学学苏轼吧，人生不如意之事十有八九，有好事应该觉得幸运才对，一直苦才是人生常态,未标注,未分类,,
87,6763d6950000000011019abd,我现在都不敢出门，一出门就恐慌没安全感,未标注,未分类,,
88,6763a8c2000000000f033ed8,生活疲惫，想要倾诉，身边人不会愿意一直当垃圾桶，人性本来就是复杂的，说不定有一天就被背刺了。(随时倾诉，一杯咖啡费用就可以。),未标注,未分类,,
89,676388c50000000011031051,"#男生接树洞 ，不透露个人信息    先结款， 需要的下面扣1我来找你。文明交流，绝不透露个人信息(基本素质)需要的集合!先结后说   扣 1我来找你
一.注意事项(基本素质!)
1.文明交流
2.绝不透露个人信息
二.价格表(先结后说！!)
1.需要发泄情绪骂人的（本人不回复）：一小时 25r，半小时 20r
2.当纯听心事的（回不回复听你）:一小时 25r，半小时 15r，
当出气筒（不回复）：10分钟5元
听倾述半小时30元     
出完气互删哈
微信结
扣1主动找你
业务二：
帮忙表白 传话，一人5💰扣1我去找你。
帮看朋友圈，一人3💰 扣1我去找你",未标注,未分类,,
90,67624643000000000c028a1b,我睡觉时潜意识也会痛苦，知道痛苦对身体不好，但是控制不住,未标注,未分类,,
91,67617e70000000001200c2fa,如果不知道怎么走，那就向前走,未标注,未分类,,
92,675bdabe0000000010004060,我真的好痛苦，觉得我的人生本不该如此，非常后悔当初的决定，可一切都无法改变了,未标注,未分类,,
93,675ad2b0000000001200825d,可是痛苦的不是事，是我本身，不会因为我专注做其他事这个痛苦就消失，暗沉的天空不会因为刮风变得明朗，专注消失后我仍然痛苦,未标注,未分类,,
94,675aa822000000000f0312ed,感觉很痛苦,未标注,未分类,,
95,6759b132000000000f030859,最近想了很多法子离开这个世界。看着身边的孩子，一直没有勇气,未标注,未分类,,
96,6758b44d000000000803f253,痛苦就一定代表糟糕吗,未标注,未分类,,
97,675845f1000000000803cad8,说得非常好，我们永远不知道明天和意外哪一个会先来，开心也是一天，不开心也是一天，好好拥抱自己吧，无论现在的你是多么狼狈悲伤，走出门，活下去！,未标注,未分类,,
98,67565636000000000d001b5a,感觉开心不起来，每天的心情真的很糟糕，心里真的很难受,未标注,未分类,,
99,675554d9000000001a01047f,道理都知道，确实是跟自己过不去，堵到吃不下饭，心理压着块石头一样，控制不住的流泪掐自己,未标注,未分类,,
100,6754ee8400000000070063eb,怎么办孩子生病了，坚持一年看不到希望，看到她痛苦，我也痛苦，一人受折磨，真想解脱,未标注,未分类,,
101,67513675000000000d000738,俩门牙没了[笑哭R][笑哭R]这几天一直很痛苦 好崩溃 感觉玉玉症要犯了都不想活了[笑哭R][笑哭R]前几天我还在快乐的啃骨头呢[笑哭R][笑哭R][笑哭R]补完以后再也啃不了了[笑哭R],未标注,未分类,,
102,6750e14c000000001b0027dd,我真的好累啊怎么办[哭惹R]，每天都在失眠，多希望自己再睡梦中离开这个世界[哭惹R]，真的好累为什么我的人生会这样,未标注,未分类,,
103,6750443c000000001a0325b8,毕业在家不想工作。有很大的容貌焦虑。 刷抖音看到他们全都是有钱人长得又漂亮又有钱。以前我就会很喜欢这种 自从上大学去了市中心以后发现全是漂亮的女生，自己就像一个配角一样。觉得自己好土，然后现在刷抖音也是比自己漂亮的有钱的。生活已经很痛苦了。一想到当牛马去，一个月工资2000不到，我就觉得天塌了。我以前特别喜欢买衣服打扮自己，可发现自己穿着并不好看。现在打的收拾的欲望都没有了 什么兴趣都没有了。父母只会嫌弃你不上班不努力。母亲明明很关心我的，他一定要以骂我的方式关心我真的很痛苦[哭惹R],未标注,未分类,,
104,674ddbe9000000000d000a56,去尼玛的焦虑症 去尼玛的不安 去尼玛的眼睑痣 去尼玛的社交 去尼玛的强波症 去尼玛的毛头发 去尼玛的大饼脸 彗星快来吧 如果明天是世界末日我就开心了 可恶啊 去尼玛的我自己廉价的自卑 你妈就躲在阴暗的角落里无人问津 自生自灭 腐朽吧 去尼玛的的时间都去哪了 我要引爆地球 我要毁灭世界 要发疯了 b溃了妈的 去尼玛的键盘打字都打不顺畅！滚呀 可恶的生活 人都要抑郁啊 妈的没人懂我 自己不会爱自己 做不到呀妈的 疯了 疯了挺好 赛博疯子 切,未标注,未分类,,
105,674dcdae000000003d01ef93,"感觉快熬不下去了,真的好想哭[哭惹R]去年的时候查出甲亢，今天也感染了hpv高危，为什么倒霉的都是我、感觉活着真的好累好累，真的好羡慕那些健健康康的人，我想我以后在也不会快乐了；已经抑郁了一个月",未标注,未分类,,
106,6749ddc7000000000200685c,有时候感觉真的痛苦，感觉这样的一段人生都不是我想要的，但我却改变不了的无能为力感,未标注,未分类,,
107,67499ca400000000020072c4,好后悔[哭惹R]，被人欺负，费了九牛二虎二力起诉马上大获全胜，却被调解员一顿忽悠完全乱了方寸，同意调解了，现在已经严重抑郁了天天后悔的哭,未标注,未分类,,
108,6749087b000000003d01f033,上学让我好痛苦，不合群的宿舍，听不懂的专业课，找不到的实习工作，学校逼迫赚取的学分，强制参加的各种大学生职业大赛。,未标注,未分类,,
109,6746609d000000001b035eec,我好痛苦,未标注,未分类,,
110,674617b5000000000700346a,凌晨没忍住偷看了以前霸凌过我的女生的社交账号，发现她现在很漂亮过的很好，越想越崩溃,未标注,未分类,,
111,6745a9fb000000000200600e,我也想开心 我也想轻松 我也想分享喜悦 我已经很努力了 但总是一下就能把我努力来的所有都贬值空掉 我不光努力的东西看不见了 原本有的也一点一点都收走了 是不是活的越往后 我的双手越空 内心委屈太多了 这样活着 为了什么呢,未标注,未分类,,
112,6745a866000000001b0209f8,每天都是强撑一天 生活里没有任何给我精神支持 撑不住了就大哭 哭好了 又硬抗 没有希望给我 又迷茫又寒冷,未标注,未分类,,
113,6745a7db000000001b035e22,[哭惹R],未标注,未分类,,
114,67446e4d000000001a019909,我现在很痛苦,未标注,未分类,,
115,67432f490000000002007311,我真的好难过[哭惹R]，我妈说我没良心，,未标注,未分类,,
116,67410805000000001b035f71,宇宙妈妈请眷顾我 🙏,未标注,未分类,,
117,673e85f8000000001501c8ff,越想去解决，反而发现越是一团乱麻。倘若轻轻放下，又心有不甘。,未标注,未分类,,
118,673e7959000000001a026abf,我的痛苦就是无法行走 ……,未标注,未分类,,
119,673d854b000000001b00284e,太痛苦了，最近一点都不顺,未标注,未分类,,
120,673c79c3000000001b0029b7,收到[合十R][合十R][合十R],未标注,未分类,,
121,673bc255000000001b035eed,这个冬天就去卧轨,未标注,未分类,,
122,673a7bdd000000001a01b9ac,可是我一出门就倒霉好难受好难受怎么办啊没有人帮我没有人听我倾诉,未标注,未分类,,
123,67381f07000000001b037abe,生育让我好痛苦，每天都有不一样的痛苦,未标注,未分类,,
124,67359f60000000001a0185aa,真的要被痛苦淹没了,未标注,未分类,,
125,673574ac0000000018028aa1,很苦，苦中找点甜吃，可是我有四只小猫呀，它们就是我的牵挂，所以我不能死，也不想结婚生子，真希望下辈子投胎富二代或者明星，活的快乐一点。,未标注,未分类,,
126,6733fdb1000000001a010399,可人生它就是一坨屎，我也是。包括地面上的一切，只想腐烂在地下。,未标注,未分类,,
127,6732ff28000000001b022888,出去赏秋[黄色心形R],未标注,未分类,,
128,67321308000000001a01b41b,活着好痛苦，是不是死了就解脱了啊,未标注,未分类,,
129,673200e6000000001b000d1a,我以前遇到再大的事情第二天起床就会很好多，现在第二天醒了第一件事就是想起来并且复盘，时不时又安慰自己调节的过来，但是再碰到类似的场景和情况又会无比痛苦，质疑自己为什么当初要做出那样的决定，为什么这么苦，为什么我什么都没有，为什么要让我承受这些,未标注,未分类,,
130,672fed6d000000001702da7b,我今天4.48醒的，然后想睡也睡不着，也休息不好一直在想，想着7点起来学习，学和不学就在脑子里打架，我有点厌学了，不想活了，我还是二战，真的好恐惧，想死,未标注,未分类,,
131,672f93ff0000000002004f54,我不喜欢待在室内，可是受了伤，走路膝盖就会一直疼。一年多了，如果好不了，我可能活不下去了。,未标注,未分类,,
132,672f85a3000000001b022e51,年少最痛苦的时候不知道怎么熬过来了，中年的新痛苦却在持续[哭惹R],未标注,未分类,,
133,672e2c06000000001a02514a,我在想一个人怎么会痛苦成这样,未标注,未分类,,
134,672dc3c9000000001b007f8b,"好痛苦,为什么要出生[哭惹R]",未标注,未分类,,
135,672c4ab3000000001b0225ed,我倒没有悔不当初，只有无奈   挣扎 妥协 叹息[哭惹R]自我怀疑否定又疑问,未标注,未分类,,
136,672a26e7000000001b00285b,当树洞！听倾诉，本人INFP.平时经常安慰倾听身边的人。如果你需要可私信我，排解情绪。绝不透露任何个人信息，（基本素养！绝不外泄！）一个小时30r,未标注,未分类,,
137,6729f8e0000000001b02766b,失业的 苟活？ 没有任何社会保障？ 纳税的意义在哪里？,未标注,未分类,,
138,6729de71000000001a01145b,当树洞！听倾诉，本人INFP.平时经常安慰倾听身边的人。如果你需要可私信我，排解情绪。绝不透露任何个人信息，（基本素养！绝不外泄！）一个小时30r,未标注,未分类,,
139,672745c4000000001702ea24,我今年刚30岁，我的生日没人记得，没有蛋糕，没有鲜花，只有冷漠的家人和越来越差的名声，这几年过得一点也不好，除了这条烂命，什么也没有，人生一塌糊涂，不知道活着有什么意思，可不可以死，死了是不是就解脱了[哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R][哭惹R],未标注,未分类,,
140,6726146d000000001a010b9a,"抑郁是想快乐，快乐不起来；想好，但好不了；想解决，但解不了。
只不过这里边有个问题，抑郁的表现有点像懒。
因为他的内心已经没有力量支持他去做任何事情了，或者说他已经失去对任何事情的动力和热情，所以表现出来像懒。",未标注,未分类,,
141,67260a14000000003d01fcd6,我不知道我现在是不是痛苦的，但心里一定是不好受，工作中无论是要学习还是要面对客户和同事从迷茫到现在很不好受，原本已经决定离职，但老板那时和我谈心谈了许久，在工作中我一直都唯唯诺诺，小心翼翼，身为美疗师，每天看着和自己工作的同事，她们每天都忙碌着，借着老顾客拼着自己的业绩，我呢，只能没事守着前台，摆弄着稍微乱一点的桌面，打扫着每一处角落，和收拾着她们做好客户的美容床，有时候我找不到在这里的意义，和同事也交往的并不好，我在这没有任何动力，特别是发工资时，总归是和她们差一大截，我心里很难受，也想了许久最终提出离职，那天老板和我聊了许久，说我在空闲时可以学习店内的产品，或项目，可是我讨厌只是光看文字,未标注,未分类,,
142,6725d9f90000000019003a55,没有办法了,未标注,未分类,,
143,6725c93d000000001b03609c,活着没啥意思,未标注,未分类,,
144,6723da6700000000020071fd,好痛苦[哭惹R]为什么我大学三年没好好学，我现在大四上要考六级考公重修教资面试期末考[哭惹R][哭惹R]我感觉我好焦虑好焦虑，好多事情啊啊[哭惹R][哭惹R]怎么办,未标注,未分类,,
145,67238729000000003d01d809,"抑郁不是懒，懒是懒，抑郁是抑郁，首先从“字”就不一样。
但“懒”跟情绪有关，“懒”是“竖心旁”嘛，竖心旁就跟情绪、心灵有关。
而且说实话，如果真是懒的话，大概率不太会抑郁。
比如，油瓶倒了我不扶，衣服脏了我不洗，这种人得过且过，他就是混的，怎么会抑郁呢？
抑郁是想快乐，快乐不起来；想好，但好不了；想解决，但解不了。
只不过这里边有个问题，抑郁的表现有点像懒。",未标注,未分类,,
146,6723156c000000001b006231,[捂脸R]其实事情很小 但我现在快爆炸了 好难受好痛苦  为什么长大了要承受这么多 我感觉我根本就没有能力 还有那么多人想要插手来管我,未标注,未分类,,
147,6722f8a400000000170266ef,没事发生的时候一切都还行 一旦有事就习得性无助,未标注,未分类,,
148,67227563000000001a033a89,抑郁两年多了 今天听到我妈说我对她来说是个周而复始的麻烦 我真的承受不住了,未标注,未分类,,
149,672254ca000000001b023b9e,没有任何事发生。但我真的很想死掉。这个想法似乎也不能倾诉给任何人,未标注,未分类,,
150,6720a88a000000001b004e98,努力走下去，认真生活,未标注,未分类,,
151,672086de000000001a027641,我看你是毒鸡汤喝多了,未标注,未分类,,
152,671f964c0000000018029a40,其实没什么痛苦的，没什么在意的，所以才不知道怎么办才好,未标注,未分类,,
153,671ef10300000000170271b8,不会完蛋的宝，读完研又会觉得读不上博很痛苦，关关难过关关过[派对R],未标注,未分类,,
154,671cfe0000000000190031c6,就是感觉解决不了，尝试了各种办法还是不行，非常绝望,未标注,未分类,,
155,671c6591000000001a025107,决定断联的第一天[合十R][合十R][合十R]太痛苦了,未标注,未分类,,
156,671b1c15000000001b0226e2,无法释怀，有时候甚至觉得，是人真的好痛苦，宁愿自己没有来这世上一趟,未标注,未分类,,
