note_id,id,target_comment_id,content,ip_location,like_count,create_time,user_info,at_users,liked,show_tags,status,sub_comments,sub_comment_cursor,sub_comment_count,sub_comment_has_more
67a36220000000001701e497,67dc194e000000001e03bb1f,,自由不了一点的感觉 身死魂灭 是否就自由了 随风而散,福建,0,1742477646000,lan,[],False,[],0,[],,0,False
67a36220000000001701e497,67dbfa830000000020013d00,,有吗,吉林,0,1742469763000,momo,[],False,[],3,"[{'status': 0, 'at_users': [], 'liked': False, 'user_info': {'user_id': '5c0dbe7c000000000603d928', 'nickname': '赛莹', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/63fd9711fca3d98c0e1c07ad.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABUskNgY7QVU9p-R739OEj1DqrufHEKqO9uQ7JauOANnE='}, 'show_tags': [], 'create_time': 1742473225000, 'id': '67dc0808000000001e011049', 'note_id': '67a36220000000001701e497', 'content': '有', 'like_count': '0', 'ip_location': '北京', 'target_comment': {'id': '67dbfa830000000020013d00', 'user_info': {'user_id': '5dea2599000000000100b703', 'nickname': 'momo', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eseff6f6q0g5nfa4mcg9do3hs7mmpo?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB0JTj-oUivk8Q2XYsUOagDIg5dvy1oLAO3sBFB2Leeb0='}}}]",67dc0808000000001e011049,1,False
67a36220000000001701e497,67db9ea600000000150290d2,,武汉来个一起的,湖北,0,1742446247000,冒泡的橘子汽水,[],False,[],0,[],,0,False
67a36220000000001701e497,67db9663000000001200c842,,一想不开了就问自己，大概率自己七年之后还活着，那就说明这个坎过得去，能过去[哭惹R],山西,0,1742444131000,十弦,[],False,[],0,[],,0,False
67a36220000000001701e497,67db90f1000000001802e585,,太对了,安徽,0,1742442737000,sugar,[],False,[],0,[],,0,False
67a36220000000001701e497,67db052b0000000018005caf,,若是猝死，或者睡一觉再也醒不过来的死，我将感恩戴德,天津,1,1742406955000,清水鱼,[],False,[],0,[],,0,False
67a36220000000001701e497,67dad6ee00000000170399b4,,有时想着，如果我的死能让世界变得美好，不再痛苦，那么我会觉得就这样死去也无所谓了，但我的死亡不会改变任何东西。想着如果我的存在能让这个世界多一丝温暖，少一丝痛苦，那我的生命也不算是毫无意义了。,广东,0,1742395119000,鸢尾彼岸,[],False,[],0,[],,0,False
67a36220000000001701e497,67d99a5c000000001800d018,,不敢自杀，我还有家人。但是我好痛苦，每一天都在应激，头痛恶心睡不醒焦虑害怕烦躁，苍天啊,山西,0,1742314077000,芷岸,[],False,[],0,"[{'id': '67dab2b20000000017029167', 'status': 0, 'content': '世另我[哭惹R]', 'note_id': '67a36220000000001701e497', 'at_users': [], 'liked': False, 'like_count': '0', 'user_info': {'user_id': '63189d510000000015016574', 'nickname': '雨魂', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rih74eai25g5ooojl8lapbkqpvmsgo?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB1ehC3J2Oyay1MWNQlUo_eGaU_Yw4qeXsiyz3lEz5EaQ='}, 'show_tags': [], 'create_time': 1742385843000, 'ip_location': '云南', 'target_comment': {'id': '67d99a5c000000001800d018', 'user_info': {'user_id': '5e476a300000000001007e2d', 'nickname': '芷岸', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f298bf76a005ni7d8o08vhdvnqcvjo?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABYak2d_rBhO7zxdyDb6r_d0xEYkkNwyiwzZKhNOBEGFc='}}}]",67dab2b20000000017029167,2,True
67a36220000000001701e497,67d96b5e000000001801caf4,,好像没有什么特别痛苦的事，可就是不快乐，就是不管怎么努力，生活也不会变的更好，没有盼头又迷茫的未来,山东,1,1742302047000,热甜橙呦-,[],False,[],0,"[{'id': '67dba26500000000120166f1', 'note_id': '67a36220000000001701e497', 'status': 0, 'at_users': [], 'liked': False, 'user_info': {'nickname': '黄桃不是罐头', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bib7qvth66g5nvvgdvg85hiq95aq40?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABiUVRGLl1R2UADrppsfPSpOp_9eIN1ga5iaGcHzhfoC8=', 'user_id': '5fff837f0000000001001632'}, 'ip_location': '福建', 'target_comment': {'id': '67d96b5e000000001801caf4', 'user_info': {'user_id': '551bed3db203d95df41aa834', 'nickname': '热甜橙呦-', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/637965630f64162f95188c95.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABn2yO2gY8xZvV2zInnW-Is_TxKqn_rv_yzHjWSGj8bVY='}}, 'content': '是的，我已经非常努力，可是没有变好，越来越坏，我都不知道怎么办', 'like_count': '0', 'show_tags': [], 'create_time': 1742447206000}]",67dba26500000000120166f1,1,False
67a36220000000001701e497,67d94210000000001802dba4,,抑郁了,云南,0,1742291473000,小蝎子,[],False,[],0,[],,0,False
67a36220000000001701e497,67d847c60000000015017e9a,,我几乎每天都这么祈祷,天津,3,1742227399000,一朵爆米花,[],False,[],0,"[{'ip_location': '天津', 'note_id': '67a36220000000001701e497', 'content': '睡着以后永远不会醒来，', 'user_info': {'user_id': '5a9673ace8ac2b7cec6efd89', 'nickname': '一朵爆米花', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e9mtbo008004a2uv8pqpvc99rciadg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABKpfZrMnTE25O-7bcd0DPsUBJNCdTdLfbhKtIhcYQuM0='}, 'show_tags': [], 'create_time': 1742227434000, 'target_comment': {'id': '67d847c60000000015017e9a', 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e9mtbo008004a2uv8pqpvc99rciadg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABKpfZrMnTE25O-7bcd0DPsUBJNCdTdLfbhKtIhcYQuM0=', 'user_id': '5a9673ace8ac2b7cec6efd89', 'nickname': '一朵爆米花'}}, 'id': '67d847e900000000150144b7', 'status': 0, 'at_users': [], 'liked': False, 'like_count': '4'}]",67d847e900000000150144b7,1,False
67a36220000000001701e497,67d83fed0000000018014862,,老公创业亏损负债累累，又不肯放弃，越陷越深。孩子们嗷嗷待哺。还不能死，昨夜我已经模拟死去了。活着的已不是我只是失去灵魂的肉身,江西,1,1742225390000,锦绣未央,[],False,[],0,"[{'at_users': [], 'like_count': '0', 'user_info': {'user_id': '5e55dbf4000000000100acce', 'nickname': '青柠', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5e55dbf4000000000100acce.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABNPx_4Tb7qMDQOdSxcv8Ntk7O52C95BenPDV9xgAWq9k='}, 'show_tags': [], 'create_time': 1742443709000, 'target_comment': {'id': '67d83fed0000000018014862', 'user_info': {'user_id': '5c11ed77000000000700dd76', 'nickname': '锦绣未央', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cceed810s6g4bv1almnfnbmuctqftg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABZd-E6-nBYl5Shbps9LbYcBF9mvT2TAOGaWGNEtVbvUA='}}, 'id': '67db94bc00000000150047aa', 'note_id': '67a36220000000001701e497', 'status': 0, 'content': '怎么模拟？', 'liked': False, 'ip_location': '山东'}]",67db94bc00000000150047aa,1,False
67a36220000000001701e497,67d82ecb0000000018014360,,有什么吃了能醒不来的东西吗…不会痛的那种[叹气R],重庆,3,1742221004000,雪时花未眠,[],False,[],0,"[{'target_comment': {'id': '67d82ecb0000000018014360', 'user_info': {'user_id': '63e507f900000000270283c0', 'nickname': '雪时花未眠', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f3kgoqmmi605ov50vspt0u04shk0go?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABFKoGIsshZc3ElUa3qYyEQ-am_0lnmDJd_B1ikEkH_mI='}}, 'id': '67dabf210000000017039523', 'status': 0, 'liked': False, 'show_tags': [], 'ip_location': '云南', 'create_time': 1742389026000, 'note_id': '67a36220000000001701e497', 'content': '孟婆汤[笑哭R]', 'at_users': [], 'like_count': '0', 'user_info': {'user_id': '63189d510000000015016574', 'nickname': '雨魂', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rih74eai25g5ooojl8lapbkqpvmsgo?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB1ehC3J2Oyay1MWNQlUo_eGaU_Yw4qeXsiyz3lEz5EaQ='}}]",67dabf210000000017039523,1,False
67a36220000000001701e497,67d81f53000000001501435c,,找不到生活的意义，活着好难受啊,广东,1,1742217044000,Nuyoah.,[],False,[],0,[],,0,False
67a36220000000001701e497,67d78c51000000001702ae1f,,经常觉得活着没意思，老天为啥要创造我这样没用的人，能力差，什么都不如别人，也没有斗志，也不努力！[哭惹R],河南,8,1742179410000,财神到我家,[],False,[],0,"[{'note_id': '67a36220000000001701e497', 'content': '那就更要让自己活的开心了，反正都这么差了，更不能差了心情', 'liked': False, 'id': '67d7cf0a0000000018018201', 'at_users': [], 'like_count': '0', 'user_info': {'nickname': '边界与天真', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n9i7j9g5c6g4a18tdgi6o7bb7n6se8?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABcVlgV3qruMFd3LNAQmfCY3oQdLe_4CA6tTIXqOgJtjc=', 'user_id': '5a76e12311be102338b260eb'}, 'show_tags': [], 'create_time': 1742196490000, 'ip_location': '北京', 'target_comment': {'user_info': {'user_id': '59dc8dcdde5fb409974338b4', 'nickname': '财神到我家', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/59dc8dcfb46c5d3955a83f01.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABX5DJCiGXqwS4HmFbQGgAL03Ov7CLIXfHFK7cmyqumxo='}, 'id': '67d78c51000000001702ae1f'}, 'status': 0}]",67d7cf0a0000000018018201,3,True
67a36220000000001701e497,67d7822e000000000f039026,,我希望命运能结束对我的惩罚，放我回去，我真的很想在明年冬天之前离开这个世界,北京,2,1742176815000,L甜甜,[],False,[],0,"[{'status': 0, 'user_info': {'xsec_token': 'ABGhioe6_YPzQQd3HCjBUQgNLEpQQ64X7ecH3xrjow3dI=', 'user_id': '63cf64b60000000026012bab', 'nickname': '佳人018', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313i3riesjk005oufcir9iatb1hfkkro?imageView2/2/w/120/format/jpg'}, 'target_comment': {'id': '67d7822e000000000f039026', 'user_info': {'user_id': '5e7410a40000000001009ddb', 'nickname': 'L甜甜', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/660f9bd2661fd927a0f08c26.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABg5NjTaG7oACp7lJnLx7F7MVxlB1UIIsjvoLevjqDaj0='}}, 'id': '67d78a22000000000f030f0a', 'note_id': '67a36220000000001701e497', 'liked': False, 'like_count': '0', 'show_tags': [], 'create_time': 1742178850000, 'ip_location': '江苏', 'content': '可是有孩子怎么办', 'at_users': []}]",67d78a22000000000f030f0a,5,True
67a36220000000001701e497,67d70926000000001801185d,,辽宁 有没有一起的,北京,1,1742145830000,赛莹,[],False,[],0,"[{'id': '67d96b5f000000001801673a', 'at_users': [], 'like_count': '0', 'user_info': {'user_id': '5e91617c00000000010033cb', 'nickname': '🌈九黎思月', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f8781r6m66g5nkhc5u08cub73jrlp8?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABQksZXnaTvXKcuqj9n3ZwdL8CDoFKep1MVFukVtOcpv0='}, 'ip_location': '辽宁', 'target_comment': {'id': '67d70926000000001801185d', 'user_info': {'user_id': '5c0dbe7c000000000603d928', 'nickname': '赛莹', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/63fd9711fca3d98c0e1c07ad.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABUskNgY7QVU9p-R739OEj1DqrufHEKqO9uQ7JauOANnE='}}, 'note_id': '67a36220000000001701e497', 'status': 0, 'content': '有', 'liked': False, 'show_tags': [], 'create_time': 1742302048000}]",67d96b5f000000001801673a,1,False
67a36220000000001701e497,67d6ea2e0000000015002dbf,,感觉什么都没有意义  好无聊 之前心心念念想出去玩到了地方之后却没有一点兴趣也开心不起来,江西,0,1742137902000,臸舟tsuki,[],False,[],0,"[{'create_time': 1742389202000, 'target_comment': {'id': '67d6ea2e0000000015002dbf', 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bj9b9qv0e6g5ntsis208uv5hmr4jlo?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB8H3JT7oyAFH93Mqaz__-gux8Bt2OtmU1jcxGmvIKVKo=', 'user_id': '5fbc97040000000001007be5', 'nickname': '臸舟tsuki'}}, 'content': '风景治愈不了你，爱一定可以', 'at_users': [], 'like_count': '0', 'user_info': {'user_id': '63189d510000000015016574', 'nickname': '雨魂', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rih74eai25g5ooojl8lapbkqpvmsgo?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB1ehC3J2Oyay1MWNQlUo_eGaU_Yw4qeXsiyz3lEz5EaQ='}, 'show_tags': [], 'id': '67dabfd2000000001702869d', 'note_id': '67a36220000000001701e497', 'status': 0, 'liked': False, 'ip_location': '云南'}]",67dabfd2000000001702869d,1,False
67a36220000000001701e497,67d66c29000000001800a3cd,,刚养的小猫才三个月大，好怕我死了它只能去流浪或者饿死[哭惹R]现在只能熬着，很难受了现在，我想着能拖一天是一天吧[哭惹R]实在熬不了了就给猫找个主人我再死[哭惹R][哭惹R][哭惹R]现在真的很难受[哭惹R]我真的想出个车祸、生个大病或者癌症什么的治不好的病让我死去[哭惹R][哭惹R][哭惹R],广东,0,1742105641000,Biscuit.,[],False,[],0,"[{'id': '67dac076000000001800a7bc', 'content': '试着再活一活吧，虽然我此刻也不好受[笑哭R]', 'at_users': [], 'liked': False, 'like_count': '0', 'user_info': {'user_id': '63189d510000000015016574', 'nickname': '雨魂', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rih74eai25g5ooojl8lapbkqpvmsgo?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB1ehC3J2Oyay1MWNQlUo_eGaU_Yw4qeXsiyz3lEz5EaQ='}, 'show_tags': [], 'create_time': 1742389367000, 'ip_location': '云南', 'note_id': '67a36220000000001701e497', 'status': 0, 'target_comment': {'user_info': {'xsec_token': 'ABQADHJ0ptIvvDk0dALQLyRrdME04BI81HbHiclzicKws=', 'user_id': '5fcb1b38000000000100b449', 'nickname': 'Biscuit.', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eie7nlvgu6g5nub3cs09d29ru7qmv0?imageView2/2/w/120/format/jpg'}, 'id': '67d66c29000000001800a3cd'}}]",67dac076000000001800a7bc,1,False
67a36220000000001701e497,67d628be0000000015006da1,,我怕疼,广东,0,1742088383000,杨苗苗,[],False,[],0,[],,0,False
