at_users,id,pictures,note_id,like_count,create_time,show_tags,content,user_info,ip_location,sub_comments,liked,sub_comment_cursor,sub_comment_has_more,sub_comment_count,status
[],67db9879000000001500182f,,66cbd1f7000000001f01802d,0,1742444665000,[],那是疼痛难忍呢怎么出去[笑哭R],进我家的贼全家不得house,云南,[],False,,False,0,0
[],67d6983700000000170320fc,,66cbd1f7000000001f01802d,0,1742116920000,[],不知道为什么总是在内耗，真的特别痛苦，总是想已经过去了的事，希望我能一觉醒来变好了，也希望每个人都能这样[拥抱R][拥抱R],平安,陕西,"[{'id': '67d698570000000017038c25', 'at_users': [], 'show_tags': [], 'ip_location': '陕西', 'target_comment': {'id': '67d6983700000000170320fc', 'user_info': {'user_id': '61492eb2000000001f03fbde', 'nickname': '平安', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d2gtsji10605oa95qp7vuuulkkibrg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABKN2TJ0-A3I6f5cLBtsgLIiRPhBADyUU77L1k3pvl5aA='}}, 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'content': '最近情绪总是暴躁易怒，也许真的是我态度不好，我其实也一直在改正，我希望能改正', 'liked': False, 'like_count': '0', 'user_info': {'user_id': '61492eb2000000001f03fbde', 'nickname': '平安', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d2gtsji10605oa95qp7vuuulkkibrg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABKN2TJ0-A3I6f5cLBtsgLIiRPhBADyUU77L1k3pvl5aA='}, 'create_time': 1742116951000}]",False,67d698570000000017038c25,False,1,0
[],67d48607000000000f03063c,,66cbd1f7000000001f01802d,0,1741981192000,[],好多痛苦啊，最近半夜老是惊醒然后被痛苦回忆压的喘不过气，哎，没事的。,橙留香🍊,江苏,"[{'user_info': {'nickname': '橙留香🍊', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eae0ivlh2005p78veig8l73uq55ss0?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABhRtcr52_ebpOvnctOtsH2KWGrMM97UUxRv_FqkXtgrU=', 'user_id': '64e8fba500000000010054e3'}, 'create_time': 1741981197000, 'ip_location': '江苏', 'target_comment': {'id': '67d48607000000000f03063c', 'user_info': {'xsec_token': 'ABhRtcr52_ebpOvnctOtsH2KWGrMM97UUxRv_FqkXtgrU=', 'user_id': '64e8fba500000000010054e3', 'nickname': '橙留香🍊', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eae0ivlh2005p78veig8l73uq55ss0?imageView2/2/w/120/format/jpg'}}, 'note_id': '66cbd1f7000000001f01802d', 'like_count': '0', 'content': '都会好的', 'at_users': [], 'liked': False, 'show_tags': [], 'id': '67d4860c0000000015005276', 'status': 0}]",False,67d4860c0000000015005276,False,1,0
[],67d1e6500000000017030374,,66cbd1f7000000001f01802d,0,1741809232000,[],找不到工作 看不到希望,菀枯,广东,[],False,,False,0,0
[],67d178ec000000001801461f,,66cbd1f7000000001f01802d,0,1741781229000,[],要疯了尿失禁没钱治没钱吃早饭,小佩,山东,[],False,,False,0,0
[],67cfbd7b00000000150058d7,,66cbd1f7000000001f01802d,0,1741667708000,[],原来有这么多人都在痛苦中 默默承受着无人诉说的痛苦😣希望都快好起来,如果云知道,江苏,[],False,,False,0,0
[],67cb91f6000000001802ff75,,66cbd1f7000000001f01802d,0,1741394422000,[],太痛苦了，因为我的失误，我心爱的狗狗离开了这个世界，我想死，可是我还有孩子，痛不欲生，睡不着吃不下，又不想影响孩子，怎样才能为了孩子振作起来重新开始？,Vicky的焦糖布丁🍮,广东,"[{'liked': False, 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3104m9oc25o005nt63olg93rj6s6o04g?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABqYeb1_d0M19i7154r5xHSFMaGip_LV3CHdJXroum4DA=', 'user_id': '5fa61e2b0000000001008f73', 'nickname': 'Cassie'}, 'create_time': 1741621866000, 'target_comment': {'id': '67cb91f6000000001802ff75', 'user_info': {'user_id': '5cdc28ad0000000011014507', 'nickname': 'Vicky的焦糖布丁🍮', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5fb1d5655b64c20001bf42ed.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABsNoRO7lFrb0gOnStKUqP0CDrYcW6R8dIxdY6BE5d0tA='}}, 'status': 0, 'content': '因为一只狗离开这个世界，那你的孩子就没有妈妈了', 'at_users': [], 'like_count': '0', 'show_tags': [], 'ip_location': '山东', 'id': '67cf0a6a00000000180083df', 'note_id': '66cbd1f7000000001f01802d'}]",False,67cf0a6a00000000180083df,True,3,0
[],67c9f4e30000000018014ebb,,66cbd1f7000000001f01802d,0,1741288676000,[],我太痛苦了，可我无人诉说,Dove,湖南,[],False,,False,0,0
[],67c753ec000000001801eaf4,,66cbd1f7000000001f01802d,0,1741116397000,[],我从21年后至今，就感觉我做什么事都有磕绊，工作上即便努力也拿不到结果反而还有很多麻烦，一直想要孩子也要不出来，经历2次，怀孕，保胎，胎停，流产，特么流产还流不静，还有后遗症月经都不正常来，就看别人都很顺利的那种，就我各种不行，各种难，哎，真的，现在有点小事，不顺利，都会联想到这几年的不顺，好像有一双无形大手压着我不让我起来，我只要想的事情没有一件有好结果的！,芝士草莓🍓,黑龙江,[],False,,False,0,0
[],67c31db10000000016032249,,66cbd1f7000000001f01802d,0,1740840369000,[],难受，刚刚发现被当作工具人了，你诉苦的时候我绞尽脑汁回复你，为什么我有需要的时候就敷衍了事[哭惹R],bumopo,河南,[],False,,False,0,0
[],67c29045000000001c00a15d,,66cbd1f7000000001f01802d,0,1740804165000,[],我不想活了。怎么办。每一天每一分钟都无比痛苦,招财进宝宝,广东,[],False,,False,0,0
[],67c1e56d00000000190167f4,,66cbd1f7000000001f01802d,2,1740760429000,[],不知道为什么难过和痛苦怎么办，晚不熬到34点都睡不着，老是晚上哭是怎么回事，一天就只想睡觉，对什么都提不起兴趣，感觉对什么都淡淡的，情感漠视，做事情也十分拖延,咕噜咕噜,重庆,[],False,,False,0,0
[],67bf2e08000000001c00cf85,,66cbd1f7000000001f01802d,0,1740582408000,[],总感到自己很倒霉运气差，心里有一点不顺心的就很烦躁,嗯哼,河南,[],False,,False,0,0
[],67baec3700000000190167f9,,66cbd1f7000000001f01802d,3,1740303415000,[],很痛苦，真正体会了那种痛苦到仿佛被关在密闭无氧空间中呼吸不上来快要窒息的感觉，也感觉到心从抽搐和疼痛到快要停止跳动致使全身无力瘫软的感觉，同时也感觉到周围嗡嗡声不断致使脑子感觉很杂乱无章，完全不记得上一秒自己做过什么，说过什么，周围人在说话什么也听不清楚。但当这种痛苦慢慢开始有所消退，感觉脑子一片空白，心脏也一片空白，浑身极度无力的瘫软在床上，再也无法思考和感受到任何情绪。 闭上眼，感觉好像已经死了，分不清是醒着还是梦，还是一种什么样的状态。很长一段时间，我一度觉得自己思维混乱，时空混乱，就像是一个精神病，与人为所谓的正常相比，自己如此不正常……,moon,云南,[],False,,False,0,0
[],67b9d231000000001c00acd5,,66cbd1f7000000001f01802d,0,1740231218000,[],我就是恨这个世界，我像螺丝一样 突然感觉这个世界好恶心 我恨我天生不是有钱人,貓耳魚,广东,[],False,,False,0,0
[],67b72b83000000001c00a02e,,66cbd1f7000000001f01802d,0,1740057476000,[],谢谢你,小红薯64A137AE,贵州,[],False,,False,0,0
[],67b52f8f00000000190104be,,66cbd1f7000000001f01802d,2,1739927439000,[],感觉被陷在了泥潭里，挣不出来，灭顶的窒息感，好想一睡不醒[哭惹R][哭惹R][哭惹R],momo,广西,[],False,,False,0,0
[],67b43f59000000001c00a1b0,,66cbd1f7000000001f01802d,2,1739865946000,[],这十年都很痛苦，快乐的很少，最近遭遇人生中最灰暗的事情，每天都哭，一边崩溃一边自愈，挣扎向前,Liz爱小宸宸呀,,"[{'create_time': 1739903468000, 'id': '67b4d1eb000000001601f4f1', 'at_users': [], 'user_info': {'xsec_token': 'AB79-f-WpHfmz_1cCPqL6X2GaYhGDA-rLiqYrkhrjeyrU=', 'user_id': '6503ef3e000000001702376f', 'nickname': '.....', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f7rcl1d66605p83tsv5sdrfqje9amo?imageView2/2/w/120/format/jpg'}, 'show_tags': [], 'like_count': '0', 'ip_location': '福建', 'target_comment': {'id': '67b43f59000000001c00a1b0', 'user_info': {'nickname': 'Liz爱小宸宸呀', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dv63h6i12005nhtlve08cpg5ke6tkg?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB0q5occTBLiX4WhgW_6qONGc-pMirj5rOm_9OF2P6WXk=', 'user_id': '5e3dafdc0000000001003330'}}, 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'content': '一样[哭惹R]', 'liked': False}]",False,67b4d1eb000000001601f4f1,False,1,0
[],67b406c00000000016013465,,66cbd1f7000000001f01802d,1,1739851456000,[],心如止水的思考要去哪个清净的地方挥手告别,嫋嫋,,[],False,,False,0,0
[],67b399350000000016037cd8,,66cbd1f7000000001f01802d,0,1739823413000,[],睡觉的时候怎么破呢？,奢,,[],False,,False,0,0
[],67b21b1c000000001c008384,,66cbd1f7000000001f01802d,0,1739725597000,[],我也是好痛苦,默默铃柴,,[],False,,False,0,0
[],67b200ab000000001c00b321,,66cbd1f7000000001f01802d,0,1739718827000,[],坚持不住了…,haku,,"[{'note_id': '66cbd1f7000000001f01802d', 'at_users': [], 'like_count': '0', 'show_tags': [], 'target_comment': {'id': '67b200ab000000001c00b321', 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e0tkrrkg8004a4fuqs8s65le6fspho?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB206Th_9jj_8mzWX3tdLsALG5zVBUqToGSjeHdSh5N3Y=', 'user_id': '5acf788ee8ac2b76204918b5', 'nickname': 'haku'}}, 'id': '67b200be000000001b03b9d5', 'content': '太痛了 不如从来没有拥有过…', 'liked': False, 'user_info': {'user_id': '5acf788ee8ac2b76204918b5', 'nickname': 'haku', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e0tkrrkg8004a4fuqs8s65le6fspho?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB206Th_9jj_8mzWX3tdLsALG5zVBUqToGSjeHdSh5N3Y='}, 'create_time': 1739718847000, 'status': 0}]",False,67b200be000000001b03b9d5,False,1,0
[],67b1b5460000000019005915,,66cbd1f7000000001f01802d,1,1739699526000,[],如果一开始就是注定失去，那为什么要获得呢,小龙女的丫鬟,,[],False,,False,0,0
[],67b1b525000000001803c5fe,,66cbd1f7000000001f01802d,1,1739699493000,[],我真的好痛苦，痛得快坚持不下去了。,小龙女的丫鬟,,[],False,,False,0,0
[],67b1810d000000001b039dec,,66cbd1f7000000001f01802d,0,1739686158000,[],走出门，活下去,放下,,[],False,,False,0,0
[],67b0b065000000001b03ae21,,66cbd1f7000000001f01802d,0,1739632741000,[],可是在夜晚怎么办，辗转反侧，控制不住[哭惹R][哭惹R][哭惹R],乐由,,[],False,,False,0,0
[],67afc622000000001c006936,,66cbd1f7000000001f01802d,0,1739572771000,[],我最近才算了八字，是我第一次算。感觉真的好准，我当时啥都没说，然后把我和男朋友的性格都分析准了 情况说准了 还算出来了他父母不喜欢我，然后说我的正缘的样貌 正缘的相貌和我男朋友一模一样 说男朋友是我正缘 过两年会结婚 就是中间很多挫折 还叫我改一下性格 指点我怎么去做 就后面真的和好了,墨月白,,[],False,,False,0,0
[],67af1e55000000001803d1c6,,66cbd1f7000000001f01802d,0,1739529814000,[],zs会收到惩罚吗？不管缘由？那些极度痛苦的人不想拖累别人的人选择zs下辈子也还会循环吗,不会骂人,,[],False,,False,0,0
[],67ae371c000000001c00447c,,66cbd1f7000000001f01802d,0,1739470620000,[],对，难受的时候就想想怎么能不难受,乐音,,[],False,,False,0,0
[],67ac5e110000000016014dcd,,66cbd1f7000000001f01802d,1,1739349521000,[],让我痛苦的一直是我自己,zinue,,[],False,,False,0,0
[],67a9e779000000001c004631,,66cbd1f7000000001f01802d,0,1739188089000,[],人的情绪归因发展历经三个阶段：在初始的“心理外归因”阶段，人们倾向于将自身情绪完全归咎于外在环境，认为外界因素主导了心理状态；随着认知的发展进入“折中分辨”阶段，此时开始意识到情绪的产生并非单一因素所致，而是外在环境与自我心态共同作用的结果；最终达到“悟性反应”阶段，能够洞察到眼前的种种境遇皆为外在表象，而自身的信念才是决定情绪体验的根源所在，从而实现从被动受环境影响到主动凭借内在信念掌控情绪的转变。,心屿暖阳（首次咨询免费）,,[],False,,False,0,0
[],67a76e400000000018034810,,66cbd1f7000000001f01802d,0,1739025984000,[],一个朋友给我造成了极大的痛苦，和他相处真的很让我痛苦，他自私又强势，但是由于有利益牵扯，我还要和他共事，无法彻底切割。我尽量让自己不在乎他的任何言语，但总是控制不住的想到他让我痛苦的事情，反复回想，太痛苦了。,电子小羊,,[],False,,False,0,0
[],67a50910000000001a00e486,,66cbd1f7000000001f01802d,0,1738869008000,[],从去年陪着他听他骂我的歌到如今真正的痛苦撕心裂肺 前者拿刀捅我自己 后者他拿刀捅我 感受确实不一样 可心再经历两遍痛苦以后 早已支离破碎 他还觉得不够 殊不知我早已还清 欠你的我在你看不见的地方还了 我们两不相欠 被爱的人误解才是人生最大的悲哀 反反复复说着早已知晓的道理 却无一真正表达我内心的痛 他还觉得我无视痛苦 实际上我根本没办法解决早已扩大的伤口 连我的内在小孩都告诉我救不回来 我还要在家人面前佯装自己是正常人 在崩溃中还要保持理智 说我祥林嫂就祥林嫂吧 我也需要发泄的出口 但无论打多少字都发泄不了,小红薯68A078EF,,[],False,,False,0,0
[],67a242ce000000001b03c027,,66cbd1f7000000001f01802d,1,1738687182000,[],放下手机就只想哭[抓狂R],momo,,[],False,,False,0,0
